2024-05-20 19:23:43.573 GMT,"repl_user","",159,"db_repl.ptstart_default:48112",664ba33f.9f,4,"idle",2024-05-20 19:23:43 GMT,3/0,0,LOG,00000,"received replication command: BASE_BACKUP ( LABEL 'pg_basebackup base backup',  PROGRESS,  WAIT 0,  MANIFEST 'yes',  TARGET 'client')",,,,,,"BASE_BACKUP ( LABEL 'pg_basebackup base backup',  PROGRESS,  WAIT 0,  MANIFEST 'yes',  TARGET 'client')",,,"pg_basebackup","walsender",,0
2024-05-20 19:23:43.671 GMT,,,152,,664ba33e.98,1,,2024-05-20 19:23:42 GMT,,0,LOG,00000,"checkpoint starting: force wait",,,,,,,,,"","checkpointer",,0
2024-05-20 19:23:43.876 GMT,,,152,,664ba33e.98,2,,2024-05-20 19:23:42 GMT,,0,LOG,00000,"checkpoint complete: wrote 3 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.015 s, sync=0.005 s, total=0.206 s; sync files=2, longest=0.003 s, average=0.003 s; distance=16254 kB, estimate=16254 kB",,,,,,,,,"","checkpointer",,0
2024-05-20 19:23:44.018 GMT,"repl_user","",160,"db_repl.ptstart_default:48116",664ba33f.a0,1,"idle",2024-05-20 19:23:43 GMT,4/0,0,LOG,00000,"received replication command: SHOW data_directory_mode",,,,,,"SHOW data_directory_mode",,,"pg_basebackup","walsender",,0
2024-05-20 19:23:44.018 GMT,"repl_user","",160,"db_repl.ptstart_default:48116",664ba33f.a0,2,"idle",2024-05-20 19:23:43 GMT,4/0,0,LOG,00000,"received replication command: CREATE_REPLICATION_SLOT ""pg_basebackup_160"" TEMPORARY PHYSICAL ( RESERVE_WAL)",,,,,,"CREATE_REPLICATION_SLOT ""pg_basebackup_160"" TEMPORARY PHYSICAL ( RESERVE_WAL)",,,"pg_basebackup","walsender",,0
2024-05-20 19:23:44.051 GMT,"repl_user","",160,"db_repl.ptstart_default:48116",664ba33f.a0,3,"idle",2024-05-20 19:23:43 GMT,4/0,0,LOG,00000,"received replication command: IDENTIFY_SYSTEM",,,,,,"IDENTIFY_SYSTEM",,,"pg_basebackup","walsender",,0
2024-05-20 19:23:44.051 GMT,"repl_user","",160,"db_repl.ptstart_default:48116",664ba33f.a0,4,"idle",2024-05-20 19:23:43 GMT,4/0,0,LOG,00000,"received replication command: START_REPLICATION SLOT ""pg_basebackup_160"" 0/6000000 TIMELINE 1",,,,,,"START_REPLICATION SLOT ""pg_basebackup_160"" 0/6000000 TIMELINE 1",,,"pg_basebackup","walsender",,0
2024-05-20 19:23:49.709 GMT,"repl_user","",161,"db_repl.ptstart_default:39236",664ba345.a1,1,"idle",2024-05-20 19:23:49 GMT,3/0,0,LOG,00000,"received replication command: IDENTIFY_SYSTEM",,,,,,"IDENTIFY_SYSTEM",,,"walreceiver","walsender",,0
2024-05-20 19:23:49.709 GMT,"repl_user","",161,"db_repl.ptstart_default:39236",664ba345.a1,2,"idle",2024-05-20 19:23:49 GMT,3/0,0,LOG,00000,"received replication command: START_REPLICATION 0/7000000 TIMELINE 1",,,,,,"START_REPLICATION 0/7000000 TIMELINE 1",,,"walreceiver","walsender",,0
2024-05-20 19:28:43.965 GMT,,,152,,664ba33e.98,3,,2024-05-20 19:23:42 GMT,,0,LOG,00000,"checkpoint starting: time",,,,,,,,,"","checkpointer",,0
2024-05-20 19:28:43.993 GMT,,,152,,664ba33e.98,4,,2024-05-20 19:23:42 GMT,,0,LOG,00000,"checkpoint complete: wrote 0 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.001 s, total=0.029 s; sync files=0, longest=0.000 s, average=0.000 s; distance=16384 kB, estimate=16384 kB",,,,,,,,,"","checkpointer",,0
